id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm
52064963,Beautiful Top Floor Loft in the heart of the City,359352438,Andrew,Belltown,47.61792161,-122.3450792,Entire home/apt,216,1,80,3.07,1,313,27
52070044,Modern•99Walkscore•Pool•Hot-tub•Parking•Secure,262124020,Jayson,Belltown,47.614937,-122.34761,Entire home/apt,196,2,157,5.04,1,58,56
52086672,Private 2 bedroom house,1247007,Alex,Matthews Beach,47.71347,-122.29004,Entire home/apt,249,3,37,1.16,1,331,11
52095229,Cal Anderson Park Escape 1,190507384,Cherry,Broadway,47.61889,-122.31969,Entire home/apt,331,30,0,,33,277,0
52095232,Center of Capital Hill- 3BR,190507384,Cherry,Broadway,47.62084,-122.3178,Entire home/apt,342,30,0,,33,277,0
52095241,Capital Hill- center of the universe!,190507384,Cherry,Broadway,47.62108,-122.31788,Entire home/apt,334,30,0,,33,277,0
52110111,In the heart of Fremont (Seattle) two twin beds,3674895,Chris,Fremont,47.65186,-122.34912,Private room,139,1,102,3,2,238,18
52131716,Modern Wallingford 1 Bedroom,63674214,Whitman,Wallingford,47.66221,-122.34117,Entire home/apt,133,30,8,0.3,10,321,3
52135518,Stylish Queen Anne townhouse with rooftop deck.,3220148,Marie,Lower Queen Anne,47.62826,-122.36169,Entire home/apt,404,2,116,4.03,1,91,48
52143683,Entire cozy Airbnb home in U-district,35065561,Helen,University District,47.66813306,-122.313132,Entire home/apt,131,2,48,1.86,1,294,20
52145686,Cozy room with sunset views,407674166,Jason,Mid-Beacon Hill,47.54796013,-122.3072826,Private room,56,1,44,3.96,1,99,44
52148357,The Io a LEED Platinum Apartment Close to Downtown,4730169,Magic,Yesler Terrace,47.60451,-122.32058,Entire home/apt,128,1,53,1.62,14,352,14
52152077,Lovely Lake Union Apt. w/ parking & fast Wi-Fi,354857797,Tyler,East Queen Anne,47.64071,-122.34367,Entire home/apt,315,2,71,2.1,2,350,16
52152853,Charming North Beacon Hill Craftsman,12397907,Nick,North Beacon Hill,47.57394,-122.30446,Entire home/apt,140,2,40,1.21,1,11,4
52155542,"Cheery condo at Convention Center, walk everywhere",12649997,Amy,First Hill,47.612137,-122.329803,Entire home/apt,196,5,78,2.33,2,221,34
52165568,Bright & roomy 5 br house Only 15 min to downtown,422299634,Colin,Brighton,47.53187,-122.2773,Entire home/apt,229,3,119,3.52,1,163,14
52166770,Isla's sweet suite - Micro Studio - 91Walkscore,340706410,Vince,Whittier Heights,47.67907,-122.37472,Private room,139,1,114,3.38,98,345,7
52169867,Anders' sweet suite - Micro Studio - 91Walkscore,340706410,Vince,Whittier Heights,47.67731,-122.3765,Private room,151,1,138,4.09,98,355,19
52170091,Zumbo's sweet suite - Micro Studio - 91Walkscore,340706410,Vince,Whittier Heights,47.67907,-122.37461,Private room,134,1,137,4.11,98,349,9
52170221,Mae's sweet suite - Micro Studio - 91Walkscore,340706410,Vince,Whittier Heights,47.67855,-122.37638,Private room,151,1,118,3.5,98,356,9
52170481,Quinn's sweet suite - Micro Studio - 91Walkscore,340706410,Vince,Whittier Heights,47.67905,-122.37619,Private room,166,1,124,3.69,98,348,15
52170700,Seattle-Ballard Guestsuite,382351543,Irmgard,West Woodland,47.67281,-122.36462,Entire home/apt,99,3,87,2.68,1,195,38
52170713,Fudges' sweet suite - Micro Studio - 91Walkscore,340706410,Vince,Whittier Heights,47.67913,-122.37665,Private room,137,1,82,2.48,98,349,9
52170918,Pingu's sweet suite - Micro Studio - 91Walkscore,340706410,Vince,Whittier Heights,47.67822,-122.3765,Private room,163,1,130,3.86,98,340,35
52172341,Private Roosevelt Home • Light Rail • A/C • Yard,17013860,Sam,Roosevelt,47.68178,-122.31534,Entire home/apt,372,3,47,1.45,7,179,13
52187857,Charming 1bd Suite in Cap Hill - With Parking,402210661,Foxglove,Broadway,47.61946487,-122.3185043,Private room,186,1,113,3.34,10,100,26
52199093,Lofty Studio Prime Cap Hill Area Mins to Downtown,340706410,Vince,Broadway,47.62687,-122.32384,Entire home/apt,202,1,177,5.42,98,0,51
52201078,1 Bedroom detach unit-10 min walk to Alki beach,422565085,Marie-Josee,North Admiral,47.58058,-122.39356,Entire home/apt,106,4,96,2.91,1,144,31
52220024,The Legacy House @ Seward Park-3bd/1ba w/lake view,195256306,Tiffany,Seward Park,47.56193,-122.27311,Entire home/apt,225,2,73,2.6,1,301,27
52226418,4212 UW 2-Bedroom modern Townhouse N Seattle home,7435040,Vacation Rental LLC,University District,47.65763,-122.32054,Entire home/apt,299,1,75,2.28,24,316,15
52226881,Spacious & cozy 3BR/3BA townhome with parking!,398317720,Joanne,Atlantic,47.60117,-122.29808,Entire home/apt,230,1,120,3.56,66,333,30
52236081,The Brooklyn | walkable | Cap Hill w/Rooftop,422845059,Faizan,Broadway,47.62438,-122.3175,Entire home/apt,278,2,110,3.33,1,240,44
52241573,Modern Capitol Hill Studio Steps to Volunteer Park,340706410,Vince,Broadway,47.62688,-122.3237,Entire home/apt,224,1,162,4.9,98,48,33
52241591,Primo Capitol Hill Studio - Amazing Views,340706410,Vince,Broadway,47.62579,-122.32178,Entire home/apt,194,1,150,4.61,98,60,49
52244634,Exquisite 2 Bedroom Home in Downtown Seattle!,80333752,Ashley And Mike,Belltown,47.61433,-122.34684,Entire home/apt,327,2,128,3.82,36,153,35
52255237,"Blueground | S. Lake Union, w/d, space needle view",107434423,Blueground,South Lake Union,47.6224773,-122.3427848,Entire home/apt,,31,1,0.04,340,3,0
52259571,Retro meets Modern-Walkable & Mins to Attractions,340706410,Vince,West Queen Anne,47.63871,-122.36765,Entire home/apt,164,30,64,1.91,98,171,30
52261508,"Modern, Wallingford - monthly",63674214,Whitman,Wallingford,47.66372,-122.34183,Entire home/apt,170,30,11,0.36,10,352,4
52263159,Modern Urban Retreat Near Park/Restaurants w/AC,28420265,Sherry,Atlantic,47.59595,-122.29906,Entire home/apt,314,2,71,2.13,49,293,18
52264286,Wallingford 1 Bedroom,63674214,Whitman,Wallingford,47.66329,-122.34324,Entire home/apt,170,30,2,0.07,10,352,1
52268987,UW -Upgraded Home with 5BR/4Ba/4Parking/EV charger,15740459,Kenny,University District,47.66808,-122.31975,Entire home/apt,483,1,78,2.79,2,308,40
52269347,Light filled 3br apartment in walkers paradise,10289892,Nick,Wallingford,47.65866,-122.34221,Entire home/apt,520,5,4,0.13,3,33,0
52280886,Modern 2BD Getaway | Private Yard | City Views,31187125,Payton,Sunset Hill,47.67779333,-122.3936806,Entire home/apt,295,1,115,3.48,9,312,30
52282887,"Cozy, Modern Studio Centrally Located",14018935,James,Mann,47.61171,-122.29756,Entire home/apt,84,2,34,1.08,1,16,10
52289467,"Parkside Seattle - Spacious, welcoming studio apt.",223891615,Ginny,Seward Park,47.54825,-122.25871,Entire home/apt,150,30,44,1.42,1,68,3
52300162,Large 5bed/3bath - Beds for the whole grou,5325329,Blair,South Beacon Hill,47.52155,-122.28512,Entire home/apt,296,1,174,5.51,6,102,67
52315070,"Professional’s Oasis, Cozy Apartment",797974,Nana,Westlake,47.6333,-122.34242,Entire home/apt,101,30,2,0.1,1,335,1
52323236,"Family-friendly Roosevelt home, walk to light rail",1671337,Don,Roosevelt,47.68076,-122.31524,Entire home/apt,358,2,70,2.24,1,199,24
52326139,Ravenna Chic Escape | 8 mins from UW/N Seattle,32683907,David,University District,47.66841,-122.31025,Entire home/apt,233,1,114,3.39,2,131,37
52332217,U-District Warmth | 8 mins walk to UW,32683907,David,University District,47.66895,-122.30816,Entire home/apt,281,1,152,4.55,2,114,53
52334612,Easy Access Cute Studio in Capitol Hill,18055280,Claire,Broadway,47.61602,-122.31663,Entire home/apt,186,1,209,6.28,1,140,85
52334964,Full Basement (Self Check in) - Great Location!,282560,Rama & Tania,Wallingford,47.657562,-122.32605,Entire home/apt,,7,26,0.82,1,11,10
52345747,"Fresh Apt w# Balcony by Arboretum, Shops, Cap Hill",253059,Marie,Harrison/Denny-Blaine,47.62248159,-122.292833,Entire home/apt,334,3,23,0.7,6,251,8
52351595,Tucked Away Bungalow | Office | HS Fiber | A/C,18665153,Wendi,Minor,47.60894,-122.30583,Entire home/apt,160,2,136,4.27,1,223,56
52353521,"Quiet, Cozy West Seattle Abode",23257429,Prezel,Genesee,47.56598136,-122.3840882,Entire home/apt,,30,0,,1,22,0
52368417,West Seattle View Retreat,5439562,Bri,Gatewood,47.54264,-122.3919,Entire home/apt,205,2,100,3.08,2,122,27
52368612,Ballard's vintage Moroccan-inspired Basement Stdio,340706410,Vince,Whittier Heights,47.67973,-122.36636,Entire home/apt,,30,164,4.89,98,0,14
52369825,Cosy Urban Oasis with Patio in Lower Queen Anne,2426183,Lucia,Lower Queen Anne,47.62055,-122.35569,Entire home/apt,79,30,8,0.25,1,216,4
52373676,"Quiet, Private Guest Suite in Sunset Hill Ballard",20427761,Robin,Sunset Hill,47.676098,-122.397331,Entire home/apt,107,2,128,3.82,1,300,42
52385798,The Broadview Guesthouse of Seattle,27130675,Ted,Broadview,47.7139,-122.35874,Entire home/apt,121,2,57,1.9,1,200,37
52402978,Walk to Space Needle-Comfy One Bedroom Queen Anne,183750232,Tommy,Lower Queen Anne,47.62647,-122.35159,Entire home/apt,176,1,254,7.65,2,349,89
52406448,Sonder The Boylston | Lower-Level Queen Room,219526255,Sonder (Seattle),First Hill,47.61352,-122.32313,Private room,197,1,15,0.53,21,331,9
52406576,Sonder The Boylston | Queen Room,219526255,Sonder (Seattle),First Hill,47.61348,-122.32309,Private room,227,1,26,0.86,21,364,3
52417453,Sonder The Boylston | Queen Room on Top Floors,219526255,Sonder (Seattle),First Hill,47.61356,-122.32308,Private room,204,1,263,8.46,21,365,106
52423852,Wedgewood charmer with yard - and tons of space,5325329,Blair,Wedgwood,47.69166,-122.29546,Entire home/apt,,1,103,3.1,6,85,17
52424432,Birdhouse on Green Lake,340706410,Vince,Wallingford,47.66979127,-122.3374902,Entire home/apt,237,1,233,7.3,98,318,73
52425210,Elegant and Cozy Alki Beach Home,3391101,Julian,North Admiral,47.58165,-122.40166,Entire home/apt,150,30,21,0.67,1,49,0
52429099,5 BDRM Top Queen Anne Quiet home & 5 min 2 DT,7435040,Vacation Rental LLC,West Queen Anne,47.63928,-122.35946,Entire home/apt,531,1,57,1.77,24,328,11
52439714,Cozy 2b1b Guest Suite next to Kerry Park,165482347,Chenyu,Lower Queen Anne,47.6302,-122.35951,Entire home/apt,185,1,164,5.15,1,31,51
52450516,Third floor two room suite in the heart of Ballard,2604746,Janet,Adams,47.67271,-122.38716,Private room,120,2,36,1.2,1,47,12
52494760,Master Bedroom Suite and Cedar Hot Tub,399759096,Andrew,Minor,47.60794,-122.30893,Private room,84,1,165,4.99,5,5,50
52495083,Cabin Vibes Condo in North Capitol Hill,116740214,Luke,Montlake,47.639717,-122.320282,Entire home/apt,129,30,111,3.39,7,204,29
52499149,Beautiful Two-Bedroom Townhouse in Madison Valley,451467,Kristin,Mann,47.61823,-122.29937,Entire home/apt,239,3,48,1.6,1,11,19
52506678,"Blueground | S. Lake Union, gym, nr space needle",107434423,Blueground,South Lake Union,47.62258,-122.33548,Entire home/apt,185,31,1,0.19,340,301,1
52506764,"Blueground | S. Lake Union, gym, nr space needle",107434423,Blueground,South Lake Union,47.62258,-122.33548,Entire home/apt,232,31,0,,340,0,0
52512285,"New Clean One Bedroom, Walk to Space Needle",52272417,Emma,Lower Queen Anne,47.6263,-122.34939,Entire home/apt,161,1,214,6.43,3,341,82
52518496,Seattle Snuggery in The Heart of Belltown,33252232,Taylor,Belltown,47.615368,-122.341354,Entire home/apt,157,2,175,5.76,1,155,60
52518694,Spacious 3 Bedroom Home atop Queen Anne Hill,424931782,Jim,East Queen Anne,47.63702,-122.35497,Entire home/apt,189,28,51,1.68,3,281,26
52527365,"Bright 2 BR Home - Steps to Park, Brewery & Dining",85916664,Royce,Greenwood,47.69157,-122.34846,Entire home/apt,106,2,117,4.31,1,11,50
52540003,"Extra Cozy, Newly Remodeled, Central Seattle Suite",425259438,Manisha,Atlantic,47.59251,-122.29964,Entire home/apt,108,2,172,5.18,2,133,65
52555262,Gorgeous 2 BR Penthouse in the Heart of the City,386420269,Kathryn And Mike,Belltown,47.61554,-122.34841,Entire home/apt,327,2,149,4.56,30,149,57
52555603,Charming Queen Anne home w/ stunning Seattle views,28420265,Sherry,Lower Queen Anne,47.62597,-122.36083,Entire home/apt,279,2,127,3.86,49,8,50
52556799,"Private suite with yard, parking & major bus lines",10903708,Jesse And Dot,Bitter Lake,47.7052,-122.345482,Entire home/apt,74,3,184,5.62,2,11,87
52564340,Modern 3 BR Townhouse in the Heart of Seattle,421106528,Kenny,Eastlake,47.63877,-122.32649,Entire home/apt,284,3,54,1.69,1,200,21
52567461,Boho-Chic Retreat near Space Needle + Tesla Rental,77535999,Jay,Belltown,47.61823803,-122.3391905,Entire home/apt,249,2,216,7.43,2,246,66
52594415,Large funky 2 or 3 bedroom unit in prime location,253059,Marie,Fremont,47.65569,-122.35544,Entire home/apt,356,3,21,0.65,6,199,6
52609914,"Blueground | S. Lake Union, gym, space needle view",107434423,Blueground,South Lake Union,47.6224773,-122.3427848,Entire home/apt,,31,0,,340,0,0
52626616,Modern 2Bd+2Ba Home/Near Light Rail/Airport/Bus,230287218,Dorothy,South Beacon Hill,47.52142,-122.2843,Entire home/apt,130,2,86,2.63,5,5,23
52627845,"Blueground | S. Lake Union, gym, space needle view",107434423,Blueground,South Lake Union,47.623719,-122.3359958,Entire home/apt,,31,2,0.42,340,18,2
52635431,Craftsman Home w/Hot Tub in Montlake. 1 mi from UW,7219180,Julie,Stevens,47.6328,-122.30277,Entire home/apt,464,3,8,0.34,1,161,4
52639007,Urban Oasis w/ Space Needle View & Garage Parking,121020756,Brandon,Belltown,47.61672,-122.34554,Entire home/apt,223,3,135,4.24,1,11,34
52655676,Amazing Studio in Columbia City-Near Light Rail,225034304,Julie,Columbia City,47.55684,-122.28711,Entire home/apt,137,1,184,5.58,3,338,70
52658221,Duplex 4 BR With Rooftop views of Space Needle,114731080,Jerald,Broadway,47.62476,-122.31746,Entire home/apt,799,7,1,0.04,2,142,0
52659389,Comfort and Luxury Tropical Villa with EV Charger.,340994747,Hamy,Dunlap,47.52011871,-122.2777481,Entire home/apt,521,2,123,3.92,1,252,48
52659854,Green Lake guest suite w/ private entrance,193954244,Teddy,Maple Leaf,47.69099,-122.32455,Entire home/apt,69,1,89,2.74,1,174,23
52674987,COZY⚡️CLEAN⚡️MODERN Updated Private-2BR Guest Suite,8146482,Amy,North Delridge,47.55916,-122.36391,Entire home/apt,159,2,88,2.69,5,154,33
52675467,"Charming, Private Room in Seattle",145395136,Aditya,Broadview,47.72243,-122.35705,Private room,,30,6,0.19,1,7,0
52677189,Cozy 3BR Home | Outdoor patio | Gym,398317720,Joanne,Wallingford,47.66081,-122.32273,Entire home/apt,226,1,124,3.78,66,323,34
52692463,"Stylish 2 BR, 2 BA Home in the Heart of the City!",80333752,Ashley And Mike,Belltown,47.61446,-122.34659,Entire home/apt,391,2,118,3.69,36,150,34
52692588,1BR Suite | Backyard | Gym,398317720,Joanne,Wallingford,47.6605,-122.32263,Entire home/apt,121,1,98,2.98,66,325,15
52694906,ALKI BEACHFRONT GETAWAY #1- AMAZING VIEW!,78134139,Michael,Alki,47.58169,-122.40377,Entire home/apt,241,2,133,4.11,9,305,48
52708294,Private TINY Room with Shared Bathroom,123468144,Wish,Rainier Beach,47.51270676,-122.2713013,Private room,99,1,22,0.81,16,45,1
52708295,Quiet & Charming Big Private Room-Shared Bathroom,123468144,Wish,Rainier Beach,47.512707,-122.271301,Private room,75,1,21,0.71,16,174,0
52716129,West Seattle Midcentury Lounge,82580901,Mary,Fauntleroy,47.52815817,-122.3836829,Entire home/apt,124,1,66,4.3,1,213,51
52718445,Architect's Mid-Century-Modern Home,7008342,Heywood,South Beacon Hill,47.51674271,-122.2853622,Entire home/apt,141,1,171,5.21,2,13,55
52719504,Greenwood Gardens GuestQuarters Immaculate & Homey,46771655,Abigail,Greenwood,47.68831,-122.365,Entire home/apt,122,3,50,1.61,2,40,24
52721625,Near Zoo,63674214,Whitman,Wallingford,47.66377,-122.34139,Entire home/apt,,30,0,,10,352,0
52721927,Private 2Bd/2Ba Home w Decks Near Rail/Airport/Bus,230287218,Dorothy,South Beacon Hill,47.51914,-122.28362,Entire home/apt,129,2,55,1.81,5,10,16
52724069,"Modern Home in the Heart of Fremont, Rooftop Views",118121887,Michael,Fremont,47.65265994,-122.3566706,Entire home/apt,366,2,44,3.8,1,278,44
52733946,"*Space Villa: Beautiful views, closer to Amazon",213636683,Seema,West Woodland,47.66388,-122.36666,Entire home/apt,177,31,6,0.21,6,361,0
52735199,Cozy Apartment in the heart of Ballard,7952516,Emily,Adams,47.67122,-122.39714,Entire home/apt,177,1,29,1.6,1,104,23
52735601,Walk Everywhere! Sweet Cap Hill Studio,27833938,Laura,Broadway,47.62203,-122.32257,Entire home/apt,125,30,1,0.04,2,198,0
52756023,Comfortable Capitol Hill Loft /w Rooftop Access,59626676,Michael,Broadway,47.61681,-122.32462,Entire home/apt,149,1,219,6.87,5,285,82
52758831,The Auto shop,20521336,Dave,Highland Park,47.5321,-122.34778,Entire home/apt,78,30,4,0.13,2,169,0
52758938,Charming Capitol Hill Loft: Explore Seattle's Best,59626676,Michael,Broadway,47.61817,-122.32299,Entire home/apt,149,1,265,8.12,5,272,99
52759367,Sweet In Seaview,51321207,Veronika,Seaview,47.54634,-122.38858,Private room,75,30,6,0.23,1,267,3
52759499,Urban Loft in the Heart of Capitol Hill/w Balcony,59626676,Michael,Broadway,47.61849,-122.32456,Entire home/apt,149,1,202,6.23,5,288,75
52759612,Loft in Capitol Hill's Vibrant Scene/w Balcony,59626676,Michael,Broadway,47.6167,-122.32448,Entire home/apt,149,1,210,6.54,5,286,79
52761149,"Travelling nurse, rotations, tech uptown Seattle",28379912,Daniel James Rogers,Eastlake,47.64464188,-122.3256607,Entire home/apt,85,30,2,0.14,11,130,1
52761885,"Cozy Private Studio Bed+Bath in Fremont, Seattle",117925421,Vlad,Fremont,47.65662,-122.34901,Entire home/apt,106,2,104,3.64,2,191,43
52778420,Seattle's Downtown Luxurious! 1 Bedroom High-rise!,116610090,Cardell,South Lake Union,47.62282,-122.33078,Entire home/apt,162,1,188,5.74,1,103,64
52779086,Pike Place Mrkt 1BR | Gym& Pool | Sophari,314324381,Sophari,Central Business District,47.60965,-122.3392,Entire home/apt,285,30,38,1.37,12,60,12
52780817,2BR Apt in Lovely Queen Anne Home,424931782,Jim,East Queen Anne,47.63912,-122.35476,Entire home/apt,71,28,13,0.45,3,255,7
52794086,Ballard Area 5bed/3bath -Space for everyone!,5325329,Blair,North Beach/Blue Ridge,47.6913,-122.39103,Entire home/apt,321,1,133,4.15,6,103,44
52794527,Northwest Retreat with Cedar Hot Tub,399759096,Andrew,Minor,47.60652,-122.30692,Entire home/apt,317,1,70,2.31,5,341,20
52808450,Stylish 3 BR Capitol Hill Home With 96 Walk Score!,418944932,2Plus,Minor,47.61134,-122.31412,Entire home/apt,276,2,111,3.42,4,308,43
52810457,Stellers House - One Bedroom Apt in Capitol Hill,969503,Tierney,Broadway,47.62167,-122.31751,Entire home/apt,189,3,87,2.85,1,104,35
52813291,"Well lit, cozy, 2 bedroom unit, full kitchen, Wifi",525710,Libby,South Park,47.52589,-122.32249,Entire home/apt,87,30,29,0.91,2,174,2
52820415,Gorgeous waterfront 2BR with designer furniture,167706794,Preeti,Pike-Market,47.609661,-122.344788,Entire home/apt,456,3,85,3.16,1,342,23
52829004,Alki Beachfront #2- Amazing 180 View- Bridge Open!,78134139,Michael,Alki,47.58169,-122.40377,Entire home/apt,241,2,105,3.25,9,304,40
52829579,ALKI BEACHFRONT GETAWAY #3- BED 2 BEACH 59 STEPS,78134139,Michael,Alki,47.58169,-122.40377,Entire home/apt,169,2,121,3.82,9,310,37
52829753,Cozy West Seattle nest with amazing views,9429356,Nicolas,North Admiral,47.57449,-122.40251,Entire home/apt,,3,51,1.63,1,0,13
52845143,Cozy 1BR/1BA Apartment,424931782,Jim,East Queen Anne,47.638573,-122.356667,Entire home/apt,66,28,20,0.72,3,241,9
52859528,Bright modern studio with kitchen in Ballard,7729474,Caspar,Loyal Heights,47.67806,-122.37751,Entire home/apt,102,3,96,2.95,1,94,35
52861062,Stroll to heart of Cap Hill from a Mini-mansion,28420265,Sherry,Broadway,47.62499,-122.31656,Entire home/apt,690,2,118,3.66,49,289,37
52861602,@ Marbella Lane - Charming Capitol Hill 4BR,118412894,Wendy,Broadway,47.62141,-122.31602,Entire home/apt,292,2,83,2.59,1,320,26
52861972,Walk to Space Needle-Comfy One Bedroom Queen Anne,183750232,Tommy,Lower Queen Anne,47.62643,-122.34933,Entire home/apt,159,1,267,8.31,2,263,113
52870672,"Blueground | Downtown, gym, roof, nr pike st mkt",107434423,Blueground,Pike-Market,47.6077436,-122.3402751,Entire home/apt,168,31,0,,340,304,0
52880575,Cozy 1 BR in University District,180543579,Anita,University District,47.65798,-122.31597,Entire home/apt,122,1,123,3.82,4,341,39
52888134,"Steps to UW, remodeled kitchen & Bed,  fast WiFi",3074414,Melissa,University District,47.65708,-122.31735,Entire home/apt,120,30,14,0.44,132,122,0
52892712,"Blueground | Downtown, gym, roof, nr pike st mkt",107434423,Blueground,Pike-Market,47.6077436,-122.3402751,Entire home/apt,,31,0,,340,327,0
52905547,Studio in walkable 📍 location near 🏥 🚇 🏪,220390118,Sarom,First Hill,47.60977,-122.32493,Entire home/apt,,30,8,0.26,11,0,3
52941353,Entire Two Bedroom Unit in West Seattle,13701143,Ali,Riverview,47.53888,-122.35568,Entire home/apt,80,30,15,0.47,15,291,0
52944275,"Beautiful 3B3B Close to Lumen Field, Downtown",25110157,Eva And Sid,Atlantic,47.588722,-122.304573,Entire home/apt,461,2,126,4.07,33,358,38
52955312,Cozy 1-bedroom with great kitchen and office,92188205,Tyler,Rainier Beach,47.5183,-122.26544,Entire home/apt,80,30,3,0.14,1,270,0
52955850,Private Room TINY w/ Shared Bathroom on 1st Floor,123468144,Wish,Rainier Beach,47.513054,-122.270569,Private room,90,1,25,0.85,16,61,0
52966741,Historic 2BR Apt in ❤️ of DT Seattle Free Parking+99 WalkScore,217106838,Ashlie,Belltown,47.615368,-122.341354,Entire home/apt,272,2,154,4.82,1,271,55
52992504,Inky is a cozy & artistic home with a fireplace,29415509,Marcella,Phinney Ridge,47.68159,-122.36403,Entire home/apt,261,2,49,1.59,1,314,14
52995284,"7 BDRM Top Queen Anne Craftsman House, 5 min 2 DT",7435040,Vacation Rental LLC,West Queen Anne,47.63926,-122.3596,Entire home/apt,495,1,77,2.6,24,321,28
52996562,Entire 1B1B Guest Suite in Quiet NE NBHD,36381569,Alex,Meadowbrook,47.70517,-122.29449,Entire home/apt,88,2,78,3.09,1,132,29
53006022,Hidden Getaway Family House |UW |Children Hops.,238425582,Allen Lu,Bryant,47.66522,-122.2865,Entire home/apt,274,1,71,2.2,27,214,21
53009988,30+ Day Designer Furnished 1BR w/Flex Office,385520586,Sentral First Hill,First Hill,47.60959,-122.32529,Entire home/apt,229,30,5,0.17,1,185,0
53015126,"1 blocks from SPU, 4 bedroom house",429183738,Daniel,North Queen Anne,47.647995,-122.3562241,Entire home/apt,299,2,38,1.21,1,197,15
53024480,"Blueground | Downtown, gym, roof, nr pike st mkt",107434423,Blueground,Pike-Market,47.6077436,-122.3402751,Entire home/apt,,31,1,0.04,340,312,0
53026652,Modern Queen Anne Guest Unit w/AC- Maple Grove,35235304,Yang,North Queen Anne,47.6467,-122.35986,Entire home/apt,186,2,99,3.07,1,46,31
53043060,"★Newly Remodeled, Modern 1 BD in Highland Park★",256261465,Raymond,Highland Park,47.53286,-122.34756,Entire home/apt,143,30,0,,1,174,0
53049664,"Large bedroom, with parking & major bus lines",10903708,Jesse And Dot,North College Park,47.70407,-122.3445,Private room,68,4,141,4.4,2,42,59
53061077,Sunny Seattle Home w/ Deck ~ 6 Mi to Downtown,121688409,Evolve,Roosevelt,47.68515,-122.3107,Entire home/apt,238,2,23,0.76,47,165,10
53080544,Capitol Hill Craftsman Apartment,287232239,Ester,Minor,47.6108,-122.31669,Entire home/apt,957,2,100,3.12,1,39,38
53089393,"Hummingbird Haven 
small+mighty",46771655,Abigail,Greenwood,47.68760434,-122.3649577,Entire home/apt,106,3,0,,2,56,0
53100062,Nordic Cottage w/ Lake Views,9060841,Ruby,Eastlake,47.64473,-122.32587,Entire home/apt,142,2,11,4.58,5,94,11
53107692,Fabulous Space Needle View in Queen Anne,410570167,Jung,Lower Queen Anne,47.62805,-122.34825,Entire home/apt,497,1,185,5.87,2,224,88
53112557,Eureka-Fargo2,183354712,Marc,Cedar Park,47.72729,-122.28966,Private room,65,1,52,1.66,3,50,23
53116778,Cozy & Equipped Ravenna Home near UW + Greenlake,65212742,John,Ravenna,47.68277,-122.30154,Entire home/apt,,30,18,0.6,1,0,14
53117022,"Tech, Travelling Nurse, UW, Seattle Lake Union, SU",28379912,Daniel James Rogers,Eastlake,47.64477921,-122.3256683,Entire home/apt,82,30,2,0.07,11,124,1
53118717,"Blueground | S. Lake Union, gym, nr space needle",107434423,Blueground,South Lake Union,47.6328988,-122.3258731,Entire home/apt,288,31,0,,340,328,0
53120448,Charming Greenlake/Phinney Ridge 1-Bedroom,11640857,Kristi,Greenwood,47.68729,-122.34764,Entire home/apt,175,30,12,0.39,2,141,5
53127334,Serene City Studio,72191276,Baylee,Fairmount Park,47.56666,-122.37326,Entire home/apt,141,1,109,4.04,1,164,33
53132174,Historic elegance and comfort in Madison Park,380711893,Michele,Harrison/Denny-Blaine,47.6263,-122.28948,Entire home/apt,350,30,2,0.08,1,335,1
53148020,Upscale Townhome w/Roof  Deck Views of Cascades,1643089,Brooke,Stevens,47.61859,-122.3089,Entire home/apt,410,2,108,3.4,1,122,43
53149013,Chic 2 Bedroom 2 Bath Home in Heart of Seattle!,80333752,Ashley And Mike,Belltown,47.61588,-122.34731,Entire home/apt,391,2,98,3.25,36,143,37
53155876,Serene 1 Bedroom Condo in the Heart of Seattle!,80333752,Ashley And Mike,Belltown,47.61446,-122.34844,Entire home/apt,192,2,103,3.43,36,162,34
53158071,Parking incld. 2bd CapHill/DT Apartment. Sleeps 5,46554969,Jessica,Central Business District,47.61259,-122.33092,Entire home/apt,104,90,5,0.19,1,111,1
53171164,Luxurious 1 Bedroom in the Heart of Seattle!,80333752,Ashley And Mike,Belltown,47.61518,-122.34657,Entire home/apt,192,2,101,3.4,36,182,30
53173086,Walk to Award-winning Restaurants Cute Cottage,28420265,Sherry,West Woodland,47.6709,-122.37175,Entire home/apt,197,2,44,3.49,49,276,43
53176105,Cozy Retreat in the heart of Central Seattle,4812310,Tobi,Atlantic,47.60063,-122.29816,Private room,91,2,22,3.77,1,63,22
53176450,Peaceful and private guest suite,3857778,Justin,Mann,47.61717,-122.29772,Entire home/apt,156,1,76,2.41,1,76,22
53199415,Full Kitchen 1 BRAprt 10min Seattle Free Parking,44373070,Natalie,University District,47.668365,-122.312164,Entire home/apt,136,2,100,3.24,1,307,35
53216848,"Beautiful & Clean Magnolia, Seattle Home",164496074,Antoine,Interbay,47.65563,-122.38537,Entire home/apt,200,90,0,,1,296,0
53232931,Modern Cap Hill 2bed 2bath townhome+parking for 2,23616276,Morgan,Minor,47.60886,-122.31502,Entire home/apt,235,2,118,3.91,1,157,74
53234423,Bright and airy 3 bedroom one bath upper duplex,255614477,Sharifah,Laurelhurst,47.66836,-122.2769,Entire home/apt,221,2,12,0.49,1,62,5
